index,id,artist,asciiName,availability,borderColor,cardKingdomFoilId,cardKingdomId,colorIdentity,colorIndicator,colors,convertedManaCost,duelDeck,edhrecRank,faceConvertedManaCost,faceName,flavorName,flavorText,frameEffects,frameVersion,hand,hasAlternativeDeckLimit,hasContentWarning,hasFoil,hasNonFoil,isAlternative,isFullArt,isOnlineOnly,isOversized,isPromo,isReprint,isReserved,isStarter,isStorySpotlight,isTextless,isTimeshifted,keywords,layout,leadershipSkills,life,loyalty,manaCost,mcmId,mcmMetaId,mtgArenaId,mtgjsonV4Id,mtgoFoilId,mtgoId,multiverseId,name,number,originalReleaseDate,originalText,originalType,otherFaceIds,power,printings,promoTypes,purchaseUrls,rarity,scryfallId,scryfallIllustrationId,scryfallOracleId,setCode,side,subtypes,supertypes,tcgplayerProductId,text,toughness,type,types,uuid,variations,watermark
925,926,Warren Mahy,,"mtgo,paper",black,236712,236299,R,,R,4,,11511,,,,The shaman rattles not to inspire a battle fury but to drown out the shrieks of those fleeing the Eldrazi.,,2015,,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,,normal,,,,{3}{R},486494,11309,,d3b58bd1-83ce-5b01-bb7c-c1345b271713,,82266,489789,Battle-Rattle Shaman,116,,"At the beginning of combat on your turn, you may have target creature get +2/+0 until end of turn.",Creature — Goblin Shaman,,2,"2XM,BBD,E01,IMA,M21,MB1,MM3,ROE",,"{'cardKingdom': 'https://mtgjson.com/links/2fa6e4b1d736a29e', 'cardKingdomFoil': 'https://mtgjson.com/links/737febebb87b06f0', 'cardmarket': 'https://mtgjson.com/links/346ddd693c82423c', 'tcgplayer': 'https://mtgjson.com/links/c0750dc1656ce542'}",common,25920434-8254-4fbf-8ef1-6d0e2cd8ee39,e94de36e-6e81-4037-b1b0-315394e08250,72dc807b-35fb-4d69-ae4c-04eed0646170,2XM,,"Goblin,Shaman",,219503,"At the beginning of combat on your turn, you may have target creature get +2/+0 until end of turn.",2,Creature — Goblin Shaman,Creature,a9a7eb21-f400-5865-bfdf-e2924f0c1a17,,
926,927,Daarken,,"mtgo,paper",black,236493,236063,R,,R,9,,59,,,,"""Holy places are no longer sanctuary from death, and death is no longer sanctuary from anything.""
—Thalia, Knight-Cathar",,2015,,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,,normal,,,,{8}{R},484034,204021,,b2382a92-8acd-58c6-ac73-53130f620ebf,,82268,489790,Blasphemous Act,117,,"This spell costs {1} less to cast for each creature on the battlefield.
Blasphemous Act deals 13 damage to each creature.",Sorcery,,,"2XM,C14,C16,C18,C21,CM2,CMR,ISD",,"{'cardKingdom': 'https://mtgjson.com/links/1842abd0194a69c7', 'cardKingdomFoil': 'https://mtgjson.com/links/d0ec5f36b2ae542a', 'cardmarket': 'https://mtgjson.com/links/a001debf1417192a', 'tcgplayer': 'https://mtgjson.com/links/ab2fcaa43bc62dad'}",rare,fff02fcd-241e-4a3e-a0d0-5adc90e7d0db,6ea08730-d12d-445f-b31f-8f55374f194d,7a2484a9-04fd-41a0-8224-610c1c07ed10,2XM,,,,218595,"This spell costs {1} less to cast for each creature on the battlefield.
Blasphemous Act deals 13 damage to each creature.",,Sorcery,Sorcery,ba1ffdda-f3c0-5a66-9415-1cc106f471d1,,
927,928,Franz Vohwinkel,,"mtgo,paper",black,236564,236139,R,,R,3,,674,,,,"Heavy light flooded across the landscape, cloaking everything in deep crimson.",,2015,,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,,normal,,,,{2}{R},485929,599,,33f18594-b062-548c-8880-a7b6f7eed353,,82270,489791,Blood Moon,118,,Nonbasic lands are Mountains.,Enchantment,,,"2XM,8ED,9ED,A25,CHR,DRK,MM3,MMA,MP2",,"{'cardKingdom': 'https://mtgjson.com/links/0ed81be0d8ed8a43', 'cardKingdomFoil': 'https://mtgjson.com/links/680b3926bd84be2e', 'cardmarket': 'https://mtgjson.com/links/75d14612ecdfb593', 'tcgplayer': 'https://mtgjson.com/links/2010b9db38013f3c'}",rare,d072e9ca-aae7-45dc-8025-3ce590bae63f,4dbd1828-6c6b-45ac-a32a-534a44ee0a28,94fac5fe-97d5-4c12-a80c-8efff9d853ae,2XM,,,,218848,Nonbasic lands are Mountains.,,Enchantment,Enchantment,774de3b7-06ad-517d-b5fa-1210429183a2,d765f102-5ce7-5add-9841-55ade11b3c42,
928,929,Matt Stewart,,"mtgo,paper",black,236672,236259,R,,R,4,,13256,,,,"""Just think how strong I'll be if my arms don't tear off!""",,2015,,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,,normal,,,,{3}{R},486499,9031,,d09064e1-928d-525f-9467-c8d7bdfb3760,,82272,489792,Bloodshot Trainee,119,,{T}: Bloodshot Trainee deals 4 damage to target creature. Activate this ability only if Bloodshot Trainee's power is 4 or greater.,Creature — Goblin Warrior,,2,"2XM,FUT,JMP,MM2,SOM",,"{'cardKingdom': 'https://mtgjson.com/links/e21c00500a156b58', 'cardKingdomFoil': 'https://mtgjson.com/links/48a72ff12b2a5bc0', 'cardmarket': 'https://mtgjson.com/links/3f30f98e2492eb00', 'tcgplayer': 'https://mtgjson.com/links/96048e63f31430f1'}",uncommon,779a130b-1d23-4a20-9914-dbdc2268ae3b,9141c6fb-9828-4845-835c-539114062058,87ab1c79-79f5-48a9-af1a-7c876684c8d9,2XM,,"Goblin,Warrior",,219513,{T}: Bloodshot Trainee deals 4 damage to target creature. Activate only if Bloodshot Trainee's power is 4 or greater.,3,Creature — Goblin Warrior,Creature,9bb62efe-c223-544b-948d-c61fc300c265,,
929,930,Eytan Zana,,"mtgo,paper",black,236694,236281,R,,R,3,,10317,,,,Peace had failed. War had failed. There was only one option left.,,2015,,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,Morbid,normal,,,,{2}{R},486504,204040,,e128cb98-bdb8-5115-ac38-93eaf13f5df7,,82274,489793,Brimstone Volley,120,,"Brimstone Volley deals 3 damage to any target.
Morbid — Brimstone Volley deals 5 damage instead if a creature died this turn.",Instant,,,"2XM,CNS,ISD",,"{'cardKingdom': 'https://mtgjson.com/links/3c5edf8a78f6f073', 'cardKingdomFoil': 'https://mtgjson.com/links/7f0f2a93411679f2', 'cardmarket': 'https://mtgjson.com/links/110ff4d5623a082d', 'tcgplayer': 'https://mtgjson.com/links/3dc6917ff3c2def4'}",uncommon,94fa0577-f02a-4d24-835b-fef8d849b37a,1efbc712-95ce-41e6-b7b2-2305b1774816,d12e374d-ed09-4d5e-bb7a-6c7d9ea80a1e,2XM,,,,219517,"Brimstone Volley deals 3 damage to any target.
Morbid — Brimstone Volley deals 5 damage instead if a creature died this turn.",,Instant,Instant,27054272-c862-52d6-b02b-a7ec77abe5a3,,
930,931,Howard Lyon,,"mtgo,paper",black,236779,236366,R,,R,2,,445,,,,The chasm of years and worlds collapsed under the power of their embrace.,,2015,,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,,normal,,,,{1}{R},486509,223767,,f32aed3d-7139-5d94-8d6e-761b9b0e4d3b,,82276,489794,Cathartic Reunion,121,,"As an additional cost to cast this spell, discard two cards.
Draw three cards.",Sorcery,,,"2XM,IKO,KLD,KLR,MB1,SS3",,"{'cardKingdom': 'https://mtgjson.com/links/f86a4a67e953da65', 'cardKingdomFoil': 'https://mtgjson.com/links/ad502fdb8c474ade', 'cardmarket': 'https://mtgjson.com/links/dbe85d741dc7f8dd', 'tcgplayer': 'https://mtgjson.com/links/83638016d441ef2f'}",common,b36fa6f3-29e8-4788-bfcd-59576187c399,a667846d-82d1-43c0-ac56-83bac3c6087c,0f3c3e5f-6af3-4af2-8703-4ccc8ed8f675,2XM,,,,219523,"As an additional cost to cast this spell, discard two cards.
Draw three cards.",,Sorcery,Sorcery,6ebb5610-cd01-5d2c-985d-6449df3f42a4,,
931,932,Jeremy Enecio,,"mtgo,paper",black,236462,236017,R,,R,4,,15737,,,,"Each night that his bowl fills, a village mourns.",,2015,,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,,normal,,,,{2}{R}{R},482869,9650,,dd7f38fc-05e3-54e9-8d64-4f49721d9ae3,,82278,489795,Cragganwick Cremator,122,,"When Cragganwick Cremator enters the battlefield, discard a card at random. If you discard a creature card this way, Cragganwick Cremator deals damage equal to that card's power to target player or planeswalker.",Creature — Giant Shaman,,5,"2XM,MB1,SHM",,"{'cardKingdom': 'https://mtgjson.com/links/f59c161333e28d1d', 'cardKingdomFoil': 'https://mtgjson.com/links/e339728cb3b7f296', 'cardmarket': 'https://mtgjson.com/links/297b851408efa759', 'tcgplayer': 'https://mtgjson.com/links/c724936c7ce6823e'}",rare,4b13d612-f5d4-4423-99bc-359c47a8aa99,65885746-a325-4126-9140-f735a9611223,f8ea46e2-84ca-4dcb-b675-a2374bc967bc,2XM,,"Giant,Shaman",,218365,"When Cragganwick Cremator enters the battlefield, discard a card at random. If you discard a creature card this way, Cragganwick Cremator deals damage equal to that card's power to target player or planeswalker.",4,Creature — Giant Shaman,Creature,7a010b19-992a-5245-8928-3c21eaf65699,,
932,933,Brian Snõddy,,"mtgo,paper",black,236684,236271,R,,R,3,,16670,,,,"""If only the living were so easily salvaged.""
—Memnarch",,2015,,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,,normal,,,,{2}{R},486514,1515,,ed55d288-eef4-502e-9cc4-336ebafdf3e0,,82280,489796,Dismantle,123,,"Destroy target artifact. If that artifact had counters on it, put that many +1/+1 counters or charge counters on an artifact you control.",Sorcery,,,"2XM,DST",,"{'cardKingdom': 'https://mtgjson.com/links/1002d20d5af432c5', 'cardKingdomFoil': 'https://mtgjson.com/links/6e5e29b716446e4e', 'cardmarket': 'https://mtgjson.com/links/9174ae94f65f92d2', 'tcgplayer': 'https://mtgjson.com/links/271a176c53378ce8'}",uncommon,86862339-a5a5-45c4-bba5-981cff4f45f5,986623c9-bd48-40cf-aa7c-71b94ad37efb,5f4d0a43-ff5b-4f75-9144-a218ec352489,2XM,,,,219529,"Destroy target artifact. If that artifact had counters on it, put that many +1/+1 counters or charge counters on an artifact you control.",,Sorcery,Sorcery,0e33df1d-af7a-5abc-ab7e-112886d35b45,,
933,934,Matt Stewart,,"mtgo,paper",black,236565,236140,R,,R,3,,508,,,,"""It has been my experience that disasters like to strike in pairs.""",,2015,,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,Flash,normal,,,,{1}{R}{R},485374,210456,,642e4a1a-4947-551d-b3dc-660b6acef95d,,82282,489797,Dualcaster Mage,124,,"Flash
When Dualcaster Mage enters the battlefield, copy target instant or sorcery spell. You may choose new targets for the copy.",Creature — Human Wizard,,2,"2XM,C14,C20,C21,CM2,CMR,E01,EMA,J15,JMP,PRM",,"{'cardKingdom': 'https://mtgjson.com/links/988db46bc3970900', 'cardKingdomFoil': 'https://mtgjson.com/links/afc5b9f6f3c11677', 'cardmarket': 'https://mtgjson.com/links/418392ad63d8b5ca', 'tcgplayer': 'https://mtgjson.com/links/d3094e52e9b395c7'}",rare,ea4814b8-9aea-4e44-aec1-d585473f5d1c,53ff74cb-f970-4fb0-ae1e-1f8f80838ca3,8eb7c0a5-6190-40de-b473-2d1daa3bbe28,2XM,,"Human,Wizard",,219534,"Flash
When Dualcaster Mage enters the battlefield, copy target instant or sorcery spell. You may choose new targets for the copy.",2,Creature — Human Wizard,Creature,731c31d1-16f7-5746-afab-4b0fc430e94a,,
934,935,Marc Simonetti,,"mtgo,paper",black,236594,236175,R,,R,1,,6242,,,,"Mirrodin has little weather, but it certainly has lightning.",,2015,,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,Metalcraft,normal,,,,{R},486069,200717,,5ec5b49a-e500-5925-a496-414c60f736f9,,82284,489798,Galvanic Blast,125,,"Galvanic Blast deals 2 damage to any target.
Metalcraft — Galvanic Blast deals 4 damage instead if you control three or more artifacts.",Instant,,,"2XM,DDU,MB1,SOM",,"{'cardKingdom': 'https://mtgjson.com/links/7587e5f48913f5a1', 'cardKingdomFoil': 'https://mtgjson.com/links/a09054559d3163d2', 'cardmarket': 'https://mtgjson.com/links/4ea74222b74d91d9', 'tcgplayer': 'https://mtgjson.com/links/d0ac131670692caf'}",uncommon,0cf8cb1e-314a-4894-82df-f9812825f52e,057d1153-3e71-4cbb-a229-884027afc84b,d211c03a-03cd-40c5-b7c8-ada352fd01a6,2XM,,,,218930,"Galvanic Blast deals 2 damage to any target.
Metalcraft — Galvanic Blast deals 4 damage instead if you control three or more artifacts.",,Instant,Instant,250c00e4-d094-5cb5-a75d-6bc692365df3,,
935,936,Svetlin Velinov,,"mtgo,paper",black,236723,236310,R,,R,1,,8902,,,,"""When everything looks like a nail, you really need to get yourself a hammer.""
—Krol, goblin furnace-priest",,2015,,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,Trample,normal,,,,{R},486519,200686,,f8fe5176-d507-5812-a9c8-d5b3d797f7b5,,82286,489799,Goblin Gaveleer,126,,"Trample
Goblin Gaveleer gets +2/+0 for each Equipment attached to it.",Creature — Goblin Warrior,,1,"2XM,HA4,SOM",,"{'cardKingdom': 'https://mtgjson.com/links/9e754b8b2ff98f31', 'cardKingdomFoil': 'https://mtgjson.com/links/3d98393b449e46a2', 'cardmarket': 'https://mtgjson.com/links/926308f827f89e98', 'tcgplayer': 'https://mtgjson.com/links/9e7be960fd8b96b9'}",common,3f44f3ea-504e-4745-9716-cbe28ed7873d,ecff7135-381f-452c-ae7d-8fcb155ce9f1,739621e6-e138-4ef9-87e8-c730b5a7f495,2XM,,"Goblin,Warrior",,219539,"Trample
Goblin Gaveleer gets +2/+0 for each Equipment attached to it.",1,Creature — Goblin Warrior,Creature,233a0bd8-0ef6-563e-b92e-72bf523f212e,,
936,937,Filip Burburan,,"mtgo,paper",black,236566,236141,R,,R,1,,8643,,,,"""I've been all over this world. I even remember some of those places.""",,2015,,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,Haste,normal,,,,{R},485919,10755,,813c4f04-69ec-552a-91d8-fcd6881524fc,,82288,489800,Goblin Guide,127,,"Haste
Whenever Goblin Guide attacks, defending player reveals the top card of their library. If it's a land card, that player puts it into their hand.",Creature — Goblin Scout,,2,"2XM,MM3,PGPX,PLG21,PRM,TD0,ZEN",,"{'cardKingdom': 'https://mtgjson.com/links/2212f24a1217118e', 'cardKingdomFoil': 'https://mtgjson.com/links/f2854eae3fa8f3f0', 'cardmarket': 'https://mtgjson.com/links/ac8467bfc92d52ee', 'tcgplayer': 'https://mtgjson.com/links/d0e85cc89baba4b5'}",rare,3c0f5411-1940-410f-96ce-6f92513f753a,750de145-cbd4-4d8e-b28e-0911f0cc5734,51d9564b-44fc-4de1-9119-09d7b4089378,2XM,,"Goblin,Scout",,218846,"Haste
Whenever Goblin Guide attacks, defending player reveals the top card of their library. If it's a land card, that player puts it into their hand.",2,Creature — Goblin Scout,Creature,1609c919-63d6-5487-9589-871b9753a26b,eac74bc2-9497-501f-b44f-ac876eecc7ea,
937,938,Paolo Parente,,"mtgo,paper",black,236506,236076,R,,R,6,,1707,,,,,legendary,2015,,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,,normal,"{'brawl': False, 'commander': True, 'oathbreaker': False}",,,{5}{R},484299,6994,,209c1e77-1abb-510a-bd2a-47454e471f8f,,82290,489801,"Godo, Bandit Warlord",128,,"When Godo, Bandit Warlord enters the battlefield, you may search your library for an Equipment card and put it onto the battlefield. If you do, shuffle your library.
Whenever Godo attacks for the first time each turn, untap it and all Samurai you control. After this phase, there is an additional combat phase.",Legendary Creature — Human Barbarian,,3,"2XM,C16,CHK,OCM1",,"{'cardKingdom': 'https://mtgjson.com/links/ac8504cbefd226b0', 'cardKingdomFoil': 'https://mtgjson.com/links/8f4d182ccc42feb1', 'cardmarket': 'https://mtgjson.com/links/1acd2d47c26389f8', 'tcgplayer': 'https://mtgjson.com/links/aeb90bbf529137d8'}",rare,123d1368-fbbe-48f8-9b44-d51946529322,d4a5cf47-0d88-4ec5-b26d-7974123dbfa3,f890d51a-dc90-4179-8423-4738a72a527c,2XM,,"Human,Barbarian",Legendary,218613,"When Godo, Bandit Warlord enters the battlefield, you may search your library for an Equipment card, put it onto the battlefield, then shuffle.
Whenever Godo attacks for the first time each turn, untap it and all Samurai you control. After this phase, there is an additional combat phase.",3,Legendary Creature — Human Barbarian,Creature,605e26ed-436d-5390-8728-be5a79f8dd47,,
938,939,Michael Sutfin,,"mtgo,paper",black,236453,236008,R,,R,1,,7764,,,,"""Fools dig for water, corpses, or gold. The earth's real treasure is far deeper.""",,2015,,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,,normal,,,,{R},482639,2531,,b9c372d3-663f-58c1-b604-1317e8160cf5,,82292,489802,Grim Lavamancer,129,,"{R}, {T}, Exile two cards from your graveyard: Grim Lavamancer deals 2 damage to any target.",Creature — Human Wizard,,1,"2XM,E01,G06,JMP,M12,PD2,PRM,TOR",,"{'cardKingdom': 'https://mtgjson.com/links/22b829dc34c1c849', 'cardKingdomFoil': 'https://mtgjson.com/links/10080de003948287', 'cardmarket': 'https://mtgjson.com/links/c2bbe846b0a8c5b2', 'tcgplayer': 'https://mtgjson.com/links/28e82304bf53cb47'}",rare,ee2a0d71-15a2-4061-b5f2-434755094aa4,02e98634-0830-48b0-b957-9aaace9acfc3,37445e06-88a1-4e2e-a432-383736c9b977,2XM,,"Human,Wizard",,218253,"{R}, {T}, Exile two cards from your graveyard: Grim Lavamancer deals 2 damage to any target.",1,Creature — Human Wizard,Creature,a1236691-5f91-5325-b948-1479aee35971,,
939,940,Franz Vohwinkel,,"mtgo,paper",black,236463,236018,R,,R,3,,2846,,,,"""Better to flare out than to gutter.""
—Flamekin expression",,2015,,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,,normal,,,,{2}{R},482854,9287,,d8499f6c-865c-5fa8-8186-24991643b24a,,82294,489803,Heat Shimmer,130,,"Create a token that's a copy of target creature, except it has haste and ""At the beginning of the end step, exile this permanent.""",Sorcery,,,"2XM,LRW",,"{'cardKingdom': 'https://mtgjson.com/links/4aad11587880be6b', 'cardKingdomFoil': 'https://mtgjson.com/links/aa502178d6a76355', 'cardmarket': 'https://mtgjson.com/links/2a504b40b1b4a3ae', 'tcgplayer': 'https://mtgjson.com/links/37450d2b327d782b'}",rare,86956f26-3761-4841-a9b5-f8205bf01f19,8af449f5-e2b1-48bf-a183-5cb4583649a8,5c80d39e-f3af-4d24-bca0-19f0bd0f5082,2XM,,,,218369,"Create a token that's a copy of target creature, except it has haste and ""At the beginning of the end step, exile this permanent.""",,Sorcery,Sorcery,5d162141-f2d7-5db4-bd8d-c5dbb5081299,,
940,941,Zack Stella,,"mtgo,paper",black,236666,236253,R,,R,3,,855,,,,A passionate recruiter will win a war before the first arrow flies.,,2015,,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,,normal,,,,{2}{R},486524,2832,,0bbfdb7e-b9e9-5f87-b0a7-d67a3f70ddfe,,82296,489804,Imperial Recruiter,131,,"When Imperial Recruiter enters the battlefield, search your library for a creature card with power 2 or less, reveal it, put it into your hand, then shuffle your library.",Creature — Human Advisor,,1,"2XM,A25,J13,ME2,MH2,PTK",,"{'cardKingdom': 'https://mtgjson.com/links/aa7ebd10a9abfd49', 'cardKingdomFoil': 'https://mtgjson.com/links/0aff52d1acf734a8', 'cardmarket': 'https://mtgjson.com/links/95be957827cdfc8c', 'tcgplayer': 'https://mtgjson.com/links/4c53945c73293b0c'}",mythic,d915eebf-1617-4339-b8b0-72b313c6dab2,411a575f-dcfd-4929-b14e-e68a00a2f277,4d6a1391-817a-4ddc-840d-886b138eeb3f,2XM,,"Human,Advisor",,219546,"When Imperial Recruiter enters the battlefield, search your library for a creature card with power 2 or less, reveal it, put it into your hand, then shuffle.",1,Creature — Human Advisor,Creature,60eb5e26-d3a0-55c4-bfbf-833f8d12e53f,,
941,942,Michael Sutfin,,"mtgo,paper",black,236540,236115,R,,R,3,,15393,,,,"When enough artifacts lie too long in the same place, their magical radiation weakens reality, opening rifts of unpredictable destructive power.",,2015,,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,,normal,,,,{2}{R},484504,2903,,35c74850-f692-5617-be3d-51ec2c2013d1,,82298,489805,Ion Storm,132,,"{1}{R}, Remove a +1/+1 counter or a charge counter from a permanent you control: Ion Storm deals 2 damage to any target.",Enchantment,,,"2XM,5DN",,"{'cardKingdom': 'https://mtgjson.com/links/b685479be53f951a', 'cardKingdomFoil': 'https://mtgjson.com/links/1dee1f6e5e59853f', 'cardmarket': 'https://mtgjson.com/links/d48726a15b13540a', 'tcgplayer': 'https://mtgjson.com/links/b789a07277273f08'}",rare,3f02fc34-a2f6-456a-a8e5-da5a7327f954,744619ec-3979-419c-b92b-a64c9a6f9df8,448e0cf2-c97c-4dc0-96ef-91f1eb75d97c,2XM,,,,218818,"{1}{R}, Remove a +1/+1 counter or a charge counter from a permanent you control: Ion Storm deals 2 damage to any target.",,Enchantment,Enchantment,e76d33d1-f706-5e85-9fda-61d85d64f9c9,,
942,943,Greg Staples,,"mtgo,paper",black,236717,236304,R,,R,3,,6017,,,,"Travelers are advised to bring extra swords, preferably shiny ones.",,2015,,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,,normal,,,,{2}{R},486529,221519,,d8615bea-6f95-5914-975c-812ace16d61d,,82300,489806,Kazuul's Toll Collector,133,,{0}: Attach target Equipment you control to Kazuul's Toll Collector. Activate this ability only any time you could cast a sorcery.,Creature — Ogre Warrior,,3,"2XM,OGW",,"{'cardKingdom': 'https://mtgjson.com/links/4e11d325f9a74d5f', 'cardKingdomFoil': 'https://mtgjson.com/links/aa8c6d0fea1deaaa', 'cardmarket': 'https://mtgjson.com/links/02b019474d021af6', 'tcgplayer': 'https://mtgjson.com/links/efbe7bd672b7f449'}",common,7377e5a7-b479-48cc-8fbb-01af87c62566,796ad19a-8504-4c5e-8f35-b202eedf498d,3b0694ff-aa92-4a2e-a366-69fdf5a57c4b,2XM,,"Ogre,Warrior",,219550,{0}: Attach target Equipment you control to Kazuul's Toll Collector. Activate only as a sorcery.,2,Creature — Ogre Warrior,Creature,a516eb59-43e3-5f48-aa3f-8c39a6f91ce9,,
943,944,Raymond Swanland,,"mtgo,paper",black,236705,236292,R,,R,6,,18623,,,,,,2015,,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,,normal,,,,{4}{R}{R},486534,202379,,5cb8125b-43d7-57fc-a588-2ce1b89655c0,,82302,489807,Kuldotha Flamefiend,134,,"When Kuldotha Flamefiend enters the battlefield, you may sacrifice an artifact. If you do, Kuldotha Flamefiend deals 4 damage divided as you choose among any number of targets.",Creature — Elemental,,4,"2XM,MBS",,"{'cardKingdom': 'https://mtgjson.com/links/15abc59cc31d1381', 'cardKingdomFoil': 'https://mtgjson.com/links/d6cc90a85f10cfc3', 'cardmarket': 'https://mtgjson.com/links/a268704c93bf8b51', 'tcgplayer': 'https://mtgjson.com/links/d713d700d8c7d3bf'}",uncommon,226e1d72-4ed0-4db6-ac0a-f4631db986a9,1bcea069-3f7b-4529-bee7-d4b978e109f9,e93089b1-e790-402b-a994-69a7e422e4f2,2XM,,Elemental,,219560,"When Kuldotha Flamefiend enters the battlefield, you may sacrifice an artifact. If you do, Kuldotha Flamefiend deals 4 damage divided as you choose among any number of targets.",4,Creature — Elemental,Creature,66785d2f-458b-5826-b4c9-3b286399ce51,,
944,945,Dan Scott,,"mtgo,paper",black,236725,236312,R,,R,1,,6785,,,,"""A gargoyle's meat can be carved with an ordinary cleaver, but for its petrous hide . . .""
—Asmoranomardicadaistinaculdacar, *The Underworld Cookbook*",,2015,,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,,normal,,,,{R},486539,8431,,3573eee9-f5ef-51e6-83e6-258850df9710,,82304,489808,Lightning Axe,135,,"As an additional cost to cast this spell, discard a card or pay {5}.
Lightning Axe deals 5 damage to target creature.",Instant,,,"2XM,JMP,PLIST,SOI,TSP,TSR",,"{'cardKingdom': 'https://mtgjson.com/links/4934e89aeadf7a65', 'cardKingdomFoil': 'https://mtgjson.com/links/da6bd4a0f0f6a7c8', 'cardmarket': 'https://mtgjson.com/links/cf895618051d73ab', 'tcgplayer': 'https://mtgjson.com/links/3ca4d4e0ef5e0482'}",common,91344085-92ef-4212-b59f-848ab57cd3e0,13212242-acef-470b-b03d-3fee5f88c77e,81b90905-fbc0-426a-a084-c3300533abb4,2XM,,,,219566,"As an additional cost to cast this spell, discard a card or pay {5}.
Lightning Axe deals 5 damage to target creature.",,Instant,Instant,141bcc9a-d1da-5871-87de-5c978c1376cf,,
945,946,Christopher Moeller,,"mtgo,paper",black,236616,236202,R,,R,4,,2279,,,,"When the ground is saturated with mana, even the lightest footstep can bring it to the surface.",,2015,,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,,normal,,,,{2}{R}{R},486204,3446,,8bbf4b88-343b-5b0c-9895-70e2fdc9d739,,82306,489809,Mana Echoes,136,,"Whenever a creature enters the battlefield, you may add an amount of {C} equal to the number of creatures you control that share a creature type with it.",Enchantment,,,"2XM,ONS",,"{'cardKingdom': 'https://mtgjson.com/links/5682becdcf019e91', 'cardKingdomFoil': 'https://mtgjson.com/links/c961c2c12d777a38', 'cardmarket': 'https://mtgjson.com/links/d08aec4dd0d5588f', 'tcgplayer': 'https://mtgjson.com/links/09e3f9ebbe0bf678'}",mythic,bd079929-fa58-4484-91b7-31305b87ee43,011dbc39-e513-4c4c-8293-5a4c55cf0b62,369e90e5-a31b-49cc-b594-8a853f244be1,2XM,,,,219022,"Whenever a creature enters the battlefield, you may add an amount of {C} equal to the number of creatures you control that share a creature type with it.",,Enchantment,Enchantment,317f8bcf-a711-5925-b886-6bd387a6109c,,
946,947,Alex Konstad,,"mtgo,paper",black,236771,236358,R,,R,2,,14743,,,,Every ancient relic is a weapon if you throw it hard enough.,,2015,,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,,normal,,,,{1}{R},486544,261085,,69c5d100-5d7c-5682-8ef1-60c40777809b,,82308,489810,Orcish Vandal,137,,"{T}, Sacrifice an artifact: Orcish Vandal deals 2 damage to any target.",Creature — Orc Warrior,,1,"2XM,DOM",,"{'cardKingdom': 'https://mtgjson.com/links/3dba6242153919c3', 'cardKingdomFoil': 'https://mtgjson.com/links/5a4d988f3bb84e01', 'cardmarket': 'https://mtgjson.com/links/f54df3a3e80742f1', 'tcgplayer': 'https://mtgjson.com/links/73fa252a35b1d0cd'}",common,a6ac010e-bcd9-4e40-91f5-3f6058dca104,0631b812-b0dd-4c0b-9092-47ef427c6c4b,933a1811-7e1a-4173-b1c9-34b2c858ba68,2XM,,"Orc,Warrior",,219573,"{T}, Sacrifice an artifact: Orcish Vandal deals 2 damage to any target.",1,Creature — Orc Warrior,Creature,42c19824-f54c-5b31-994a-d028100c8965,,
